iso6393,iso6392B,lang,name
aaa,,ar,لغة جوتشيو
aaa,,az,Qotuo dili
aaa,,bar,Ghotuo
aaa,,de,Ghotuo
aaa,,el,Γκοτούο
aaa,,en,Ghotuo
aaa,,en-ca,Ghotuo
aaa,,en-gb,Ghotuo
aaa,,es,ghotou
aaa,,eu,ghotuo
aaa,,fi,ghotuo
aaa,,fr,ghotuo
aaa,,hr,Ghotuo jezik
aaa,,ig,Ghotuo
aaa,,it,lingua Ghotuo
aaa,,ko,고투오어
aaa,,li,Ghotuo
aaa,,nl,Ghotuo
aaa,,oc,Ghotuo
aaa,,pl,Język ghotuo
aaa,,pms,Lenga Ghotuo
aaa,,sw,Kighotuo
aaa,,vec,ghotuo
aaa,,vi,Tiếng Ghotuo
aab,,de,Alumu-Tesu
aab,,el,Γλώσσα Αλούμου
aab,,en,Alumu
aab,,en-ca,Alumu
aab,,en-gb,Alumu
aab,,eu,alumu-tesu
aab,,ff,Alumu language
aab,,fr,alumu
aab,,ha,Harshen Alumu
aab,,hr,Alumu-Tesu jezik
aab,,hy,ալումու տեսու
aab,,ig,Alumu language
aab,,ko,알루무테수어
aab,,li,Alumu-Tesu
aab,,nl,Alumu-Tesu
aab,,pl,Język alumu-tesu
aab,,pms,Lenga Alumu-Tesu
aab,,ru,Алуму-тесу
aab,,sw,Kialumu-Tesu
aab,,tl,Wikang Alumu
aab,,tr,Alumu-Tesu
aac,,de,Ari
aac,,de-at,Ari
aac,,de-ch,Ari
aac,,el,Άρι γλώσσα
aac,,en,Ari
aac,,en-ca,Ari
aac,,en-gb,Ari
aac,,et,Ari keel
aac,,fr,ari
aac,,hr,Ari jezik
aac,,ilo,Ari
aac,,ko,아리어
aac,,li,Ari
aac,,nl,Ari
aac,,pl,Język ari
aac,,pms,Lenga Ari
aac,,sw,Kiari
aac,,tr,Ari
aad,,br,amaleg
aad,,de,Amal
aad,,el,Γλώσσα Αμάλ
aad,,en,Amal
aad,,en-ca,Amal
aad,,en-gb,Amal
aad,,es,Idioma amal
aad,,fr,amal
aad,,gl,Lingua amal
aad,,hr,Amal jezik
aad,,ilo,Amal
aad,,ko,아말어
aad,,li,Amal
aad,,pl,Język amal
aad,,pms,Lenga Amal
aad,,sat,ᱚᱢᱚᱞ
aad,,sr,Амал
aad,,sw,Kiamal
aad,,tr,Amal
aad,,vi,Amal
aae,,ab,Арбереш
aae,,an,Luenga arbëreshë
aae,,ast,Dialeutu arbëreshë
aae,,az,Arbereş dialekti
aae,,ca,llengua arbëreshë
aae,,de,Arbëresh
aae,,el,Αλβανικά Αρμπερές
aae,,en,Arbëresh
aae,,en-ca,Arbëresh
aae,,en-gb,Arbëresh
aae,,es,Dialecto arbëreshë
aae,,et,Arbereši murre
aae,,eu,Arbëreshera
aae,,fi,Arbëresh
aae,,fr,arberèche
aae,,ga,Arbëresh
aae,,gl,Lingua arbëreshë
aae,,hr,Arbereški jezik
aae,,hu,arberes
aae,,ig,Arbëresh
aae,,it,lingua arbëreshë
aae,,ja,アルベレシュ方言
aae,,ka,არბერეში
aae,,li,Arbëreshë-Albanees
aae,,mzn,آربرشت
aae,,nb,Arbëreshëalbansk
aae,,nl,Arbëresh
aae,,pl,Dialekt arbaryjski
aae,,pms,Lenga arbëreshë
aae,,pt,língua arberesca
aae,,pt-br,Língua arbëreshë
aae,,ru,Арберешский диалект
aae,,sl,arbereščina
aae,,sq,Gjuha arbërishte
aae,,sr,Арванитски језик
aae,,sv,Arberesjiska
aae,,tl,Wikang Arbëresh
aae,,tr,Arbereşçe
aae,,uk,Арберешська мова
aae,,vec,arbëreshë
aae,,zh,阿尔伯雷什方言
aae,,zh-hans,阿尔伯雷什方言
aae,,zh-hant,阿爾伯雷什方言
aaf,,de,Aranadan
aaf,,el,Αραναντάν γλώσσα
aaf,,en,Aranadan
aaf,,en-ca,Aranadan
aaf,,en-gb,Aranadan
aaf,,eu,aranadanera
aaf,,fr,aranadan
aaf,,hr,Aranadan jezik
aaf,,kn,ಎರನಾಡನ್ ಭಾಷೆ
aaf,,li,Aranadan
aaf,,ml,അരനാടൻ ഭാഷ
aaf,,pa,ਏਰਨਾਟਨ
aaf,,pl,Język aranadański
aaf,,pms,Lenga Aranadan
aaf,,pnb,ایرناٹن
aaf,,sw,Kiaranadan
aaf,,ta,அரநாடான்
aaf,,tcy,ಎರನಾಡನ್ ಬಾಸೆ
aag,,el,Γλώσσα Αμπράκ
aag,,en,Ambrak
aag,,en-ca,Ambrak
aag,,en-gb,Ambrak
aag,,et,Ambraki keel
aag,,eu,ambrak
aag,,fr,ambrak
aag,,hr,Ambrak jezik
aag,,ilo,Ambrak
aag,,li,Ambrak
aag,,pl,Język ambrak
aag,,sw,Kiambrak
aag,,tr,Ambrak dili
aah,,el,Γλώσσα Αμπού Αραπές
aah,,en,Abu’ Arapesh
aah,,en-ca,Abu’ Arapesh
aah,,en-gb,Abu’ Arapesh
aah,,et,abu keel
aah,,eu,abu'
aah,,fr,abu’
aah,,hr,Abu' arapesh jezik
aah,,ig,Asụsụ Abuʼ Arapesh
aah,,ilo,Abu’ Arapesh
aah,,li,Abu' Arapesh
aah,,pl,Język arapesz abu
aah,,ru,абу-арапеш
aah,,sw,Kiarapesh ya Abu'
aah,,tr,Abu' Arapesh
aai,,el,Γλώσσα Αριφάμα - Μινιάφα
aai,,en,Arifama-Miniafia
aai,,en-ca,Arifama-Miniafia
aai,,en-gb,Arifama-Miniafia
aai,,eu,arifama-miniafia
aai,,hr,Arifama-Miniafia jezik
aai,,ilo,Arifama-Miniafia
aai,,li,Arifama-Maniafia
aai,,pl,Język miniafia-oyan
aai,,pms,Lenga Arifama - Miniafa
aai,,sw,Kiminiafia-Oyan
aai,,tr,Miniafia dili
aak,,el,Γλώσσα Ανκάβε
aak,,en,Ankave
aak,,en-ca,Ankave
aak,,en-gb,Ankave
aak,,eu,ankavera
aak,,fr,ankave
aak,,hr,Ankave jezik
aak,,ilo,Ankave
aak,,li,Ankave
aak,,pl,Język ankave
aak,,pms,Lenga Ankave
aak,,sw,Kiankave
aak,,tr,Aga pɨ'ne'
aal,,br,afadeg
aal,,ca,Idioma afade
aal,,de,Afade
aal,,el,Γλώσσα Αφάντε
aal,,en,Afade
aal,,en-ca,Afade
aal,,en-gb,Afade
aal,,es,afade
aal,,eu,afade
aal,,ff,Afade language
aal,,fr,afade
aal,,gl,Lingua afade
aal,,ha,Harshen Afade
aal,,hr,Afade jezik
aal,,ig,Afade language
aal,,knc,Afade language
aal,,li,Afade
aal,,pl,Język afade
aal,,pms,Lenga Afade
aal,,sw,Kiafade
aal,,tl,Wikang Afade
aal,,tr,Afade dili
aal,,yo,Èdè Afade
aam,,br,aramanikeg
aam,,ca,aasax
aam,,en,Aramanik
aam,,fr,aramanik
aam,,hr,Aramanik jezik
aam,,li,Aramanik
aam,,nb,Aramanik
aam,,nn,Aramanik
aam,,pms,Lenga Aramanik
aam,,sw,Kiaramanik
aan,,ca,anambè
aan,,el,Γλώσσα Αναμπέ
aan,,en,Anambé
aan,,en-ca,Anambé
aan,,en-gb,Anambé
aan,,es,Lengua anambé
aan,,fr,anambé
aan,,hr,Anambe jezik
aan,,ig,Asụsụ Anambé
aan,,li,Anambé
aan,,nn,Anambé-språket
aan,,pl,Język anambe
aan,,pms,Lenga anambé
aan,,pt,Língua anambé
aan,,pt-br,Língua anambé
aan,,ru,Анамбе
aan,,tr,Anambé dili
aao,,aeb-arab,الصحراوي
aao,,ar,لهجة صحراوية
aao,,ast,árabe saḥarianu
aao,,br,arabeg ar Sahara
aao,,de,Sahara-Arabisch
aao,,el,Αλγερινά αραβικά της Σαχάρας
aao,,en,Algerian Saharan Arabic
aao,,en-ca,Algerian Saharan Arabic
aao,,en-gb,Algerian Saharan Arabic
aao,,eo,sahara araba lingvo
aao,,es,árabe sahariano
aao,,fa,عربی صحرایی
aao,,fr,arabe saharien
aao,,ha,Yaren Larabci Saharan Aljeriya
aao,,hr,Saharski arapski
aao,,id,Bahasa Arab Sahara Aljazair
aao,,ig,Arabic ndị Sahara
aao,,it,arabo sahariano
aao,,ja,アラビア語サハラ方言
aao,,kge,Basa Arab Sahara Aljazair
aao,,ko,알제리 사하라 아랍어
aao,,li,Algeriens Saharaans Arabisch
aao,,mk,Сахарски арапски јазик
aao,,pl,Język arabski saharyjski
aao,,pms,Lenga aràbica dël Sahara algerin
aao,,pt,Árabe saariano
aao,,ru,Диалект алжирской Сахары
aao,,sl,saharska arabščina
aao,,tt,гарәп теленең Алжир Сахрасы диалекты
aao,,ur,الجزائری صحراوی عربی
aao,,vec,arabo saharian
aao,,zh,阿爾及利亞撒哈拉阿拉伯語
aap,,br,araraeg
aap,,ca,arára
aap,,el,Γλώσσα Παρά Αράρα
aap,,en,Pará Arára
aap,,en-ca,Pará Arára
aap,,en-gb,Pará Arára
aap,,es,arára de Pará
aap,,et,arara keel
aap,,fr,arara du Pará
aap,,hr,Arára do Pará jezik
aap,,ig,Asụsụ Pará Arára
aap,,ja,パラー・アララ語
aap,,li,Pará Arára
aap,,pl,Język arara parajski
aap,,pms,Lenga arára
aap,,ru,Паранский арара
aap,,tl,Wikang Pará Arára
aap,,vep,Para Arar
aap,,vi,Pará Arára
aap,,zh,帕拉阿拉拉語
aaq,,ar,آبيناكي الشرقي
aaq,,ary,آبيناكي الشرقي
aaq,,br,abnakieg ar reter
aaq,,ca,abenaki oriental
aaq,,de,Östliche Abenaki
aaq,,en,Eastern Abenaki
aaq,,fr,abénaqui oriental
aaq,,hr,Istočnoabnački jezik
aaq,,ja,東アベナキ語
aaq,,li,Oeastelik Abenaki
aaq,,nl,Oost-Abnaki
aaq,,pms,Lenga abnaki oriental
aaq,,ru,восточный абенаки
aar,aar,aa,Qafár af
aar,aar,ab,Афар бызшәа
aar,aar,aeb-arab,العفاري
aar,aar,af,Afar
aar,aar,am,አፋርኛ
aar,aar,anp,अफ़ार भाषा
aar,aar,ar,العفارية
aar,aar,arz,العفاريه
aar,aar,ast,Idioma afar
aar,aar,az,Afar dili
aar,aar,azb,عفار دیلی
aar,aar,be-tarask,афарская мова
aar,aar,bg,Афарски език
aar,aar,bn,আফার ভাষা
aar,aar,br,afareg
aar,aar,bs,Afarski jezik
aar,aar,ca,àfar
aar,aar,ckb,زمانی عەفەر
aar,aar,cs,afarština
aar,aar,de,Afar
aar,aar,en,Afar
aar,aar,en-gb,Afar
aar,aar,eo,afara lingvo
aar,aar,es,idioma afar
aar,aar,et,afari keel
aar,aar,eu,Afarrera
aar,aar,fa,زبان عفار
aar,aar,fi,afar
aar,aar,fr,afar
aar,aar,gl,Lingua afar
aar,aar,he,עפרית
aar,aar,hi,अफ़ार भाषा
aar,aar,hif,Afar bhasa
aar,aar,hr,Afarski jezik
aar,aar,hsb,Afaršćina
aar,aar,hu,afar
aar,aar,id,Afar
aar,aar,ig,Afar language
aar,aar,io,Afar-linguo
aar,aar,it,afar
aar,aar,ja,アファル語
aar,aar,ka,აფარი
aar,aar,kge,Bahasa Afar
aar,aar,ko,아파르어
aar,aar,ks,اَفار زَبان
aar,aar,kv,Афар кыв
aar,aar,ky,Афар тили
aar,aar,la,lingua Afarica
aar,aar,li,Afar
aar,aar,lt,afarų kalba
aar,aar,lv,Afāru valoda
aar,aar,mg,Fiteny afara
aar,aar,mk,афарски јазик
aar,aar,ml,അഫാർ ഭാഷ
aar,aar,mni,ꯑꯐꯥꯔ
aar,aar,mr,अफार भाषा
aar,aar,ms,Bahasa Afar
aar,aar,mt,Afar
aar,aar,mzn,عفار
aar,aar,nb,afar
aar,aar,nl,Afar
aar,aar,nn,afar
aar,aar,nqo,ߊߝߊߙ
aar,aar,oc,Afar
aar,aar,om,Afaan Afaar
aar,aar,pa,ਅਫ਼ਾਰ
aar,aar,pap,Afar
aar,aar,pl,Język afar
aar,aar,pms,Lenga Afar
aar,aar,pnb,افار
aar,aar,ps,افاري ژبه
aar,aar,pt,Língua afar
aar,aar,pt-br,língua afar
aar,aar,ru,афарский язык
aar,aar,sat,ᱟᱯᱷᱟᱨ ᱯᱟᱹᱨᱥᱤ
aar,aar,se,afargiella
aar,aar,sh,Afarski jezik
aar,aar,sk,afarčina
aar,aar,sl,afarščina
aar,aar,smn,afarkielâ
aar,aar,sms,afarǩiõll
aar,aar,sn,Afar
aar,aar,so,Af-Cafari
aar,aar,sq,Gjuha afare
aar,aar,sr,Афарски језик
aar,aar,sv,afar
aar,aar,sw,Kiafar
aar,aar,ta,அபர மொழி
aar,aar,tl,Wikang Afar
aar,aar,tr,Afar
aar,aar,tt,афар теле
aar,aar,uk,афар
aar,aar,ur,عفار زبان
aar,aar,vec,afar
aar,aar,vi,tiếng Afar
aar,aar,wuu,阿法尔语
aar,aar,xmf,აფარული ნინა
aar,aar,yue,阿化文
aar,aar,zh,阿法爾語
aar,aar,zh-hans,阿法尔语
aar,aar,zh-hant,阿法爾語
aar,aar,zu,isi-Afar
aas,,ast,Aasáx
aas,,br,asakeg
aas,,ca,aasáx
aas,,de,Aasáx
aas,,el,Γλώσσα Άσα
aas,,en,Asa
aas,,en-ca,Asa
aas,,en-gb,Asa
aas,,es,Aasax
aas,,eu,Aasax hizkuntza
aas,,fi,aasáx
aas,,fr,aasá
aas,,hr,Aasáx jezik
aas,,ig,Asa language
aas,,li,Aasáx
aas,,nl,Aasáx
aas,,pl,Język asa
aas,,pms,Lenga Aasax
aas,,sw,Kiaasax
aas,,tl,Wikang Asa
aas,,uk,Асська мова
aat,,bg,Арванитика
aat,,br,arvaniteg
aat,,de,Arvanitisch
aat,,el,Αρβανίτικα
aat,,en,Arvanitic
aat,,es,arvanítico
aat,,et,Arvanitika murre
aat,,eu,arvanitika
aat,,fi,arvanitika
aat,,fr,albanais arvanite
aat,,gl,Arvanitika
aat,,hr,Arvanitski jezik
aat,,is,Arvaníska
aat,,it,arvanitico
aat,,ja,アルヴァニティカ方言
aat,,la,lingua Arbanitica
aat,,li,Arvanitisch
aat,,pl,Dialekt arwanicki
aat,,pms,Lenga arvanitika
aat,,pt,arvanitico
aat,,ru,Арнаутский диалект
aat,,sq,Nëndialekti Arvanitas
aat,,sr,Арванитски језик
aat,,sv,Arvanitiska
aat,,tl,Wikang Arvanitika
aat,,tr,Arvanitçe
aat,,tt,албан теленең арнаут диалекты
aat,,uk,Арванітська мова
aat,,zh,阿尔瓦尼蒂卡语
aat,,zh-hans,阿尔瓦尼蒂卡语
aat,,zh-hant,阿爾瓦尼蒂卡語
aau,,ast,Idioma abau
aau,,br,abaoeg
aau,,diq,Abauki
aau,,el,Γλώσσα Αμπάου
aau,,en,Abau
aau,,en-ca,Abau
aau,,en-gb,Abau
aau,,eo,abaua lingvo
aau,,es,Idioma abau
aau,,et,abau keel
aau,,fr,abau
aau,,gl,Lingua abau
aau,,hr,Abau jezik
aau,,id,Bahasa Abau
aau,,ig,Asụsụ Abau
aau,,ilo,Abau
aau,,ja,アバウ語
aau,,li,Abau
aau,,nl,Abau
aau,,pl,Język abau
aau,,pms,Lenga Abau
aau,,ro,Limba abau
aau,,ru,абау
aau,,rue,абау
aau,,sw,Kiabau
aau,,tpi,Tok Abau
aau,,tr,Abau
aau,,uk,абауська мова
aaw,,diq,Solongki
aaw,,el,Γλώσσα Σολόνγκ
aaw,,en,Solong
aaw,,en-ca,Solong
aaw,,en-gb,Solong
aaw,,hr,Solong jezik
aaw,,ilo,Solong
aaw,,ja,アラウェ語
aaw,,li,Solong
aaw,,pl,Język solong
aaw,,pms,Lenga Solong
aaw,,sw,Kisolong
aaw,,tr,Solong dili
aax,,en,Mandobo Atas
aax,,en-gb,Mandobo Atas
aax,,hr,Mandobo Atas jezik
aax,,li,Mandobo Atas
aax,,pms,Lenga Mandobo Atas
aax,,sw,Kimandobo-Atas
aax,,tr,Mandobo Atas dili
aay,,br,Aariyeg
aay,,cs,Aariya
aay,,en,Aariya
aay,,fi,aariya
aay,,fr,aariya
aay,,hr,Aariya jezik
aay,,ig,Asụsụ Aariya
aay,,ms,Bahasa Aariya
aay,,pms,Lenga aariya
aaz,,en,Amarasi
aaz,,en-gb,Amarasi
aaz,,fr,amarasi
aaz,,hr,Amarasi jezik
aaz,,id,Amarasi
aaz,,ilo,Amarasi
aaz,,li,Amarasi
aaz,,pl,Język amarazyjski
aaz,,pms,Lenga amarasi
aaz,,pt,Língua amarasi
aaz,,ru,амараси
aaz,,sw,Kiamarasi
aaz,,tr,Amarasi
aba,,bar,Abé (Sproch)
aba,,ca,abe
aba,,de,Abé
aba,,el,Γλώσσα Αμπέ
aba,,en,Abé
aba,,en-ca,Abé
aba,,en-gb,Abé
aba,,eo,abia lingvo
aba,,es,Abé
aba,,fi,abé
aba,,fr,abé
aba,,gl,Lingua abé
aba,,ha,Harshen Abé
aba,,hr,Abé jezik
aba,,ig,Asụsụ Abé
aba,,ja,アベイ語
aba,,li,Abé
aba,,nl,Abé
aba,,oc,Abe
aba,,pl,Język abe
aba,,pms,Lenga Abé
aba,,sl,abejščina
aba,,sw,Kiabe
aba,,tl,Wikang Abé
abb,,bar,Bankon
abb,,ca,bankon
abb,,de,Bankon
abb,,el,Γλώσσα Μπανκόν
abb,,en,Bankon
abb,,en-ca,Bankon
abb,,en-gb,Bankon
abb,,es,bankon
abb,,et,bankoni keel
abb,,fr,bankon
abb,,gl,Lingua abo
abb,,hr,Bankon
abb,,ig,Bankon language
abb,,li,Bankon
abb,,oc,Bankon
abb,,pl,Język bankon
abb,,pms,Lenga Bankon
abb,,sw,Kibankon
abb,,tl,Wikang Bankon
abb,,tr,Bankon
abb,,vi,Bankon
abc,,bcl,Tataramon na Ambala
abc,,ca,ambala
abc,,cdo,Ambala-ngṳ̄
abc,,de,Ambala Ayta
abc,,el,Γλώσσα Αμπάλα
abc,,en,Ambala
abc,,en-ca,Ambala
abc,,en-gb,Ambala
abc,,et,Ambala keel
abc,,ha,Harshen Ambala
abc,,hr,"Ayta, Ambala"
abc,,id,Bahasa Ambala
abc,,ig,Asụsụ Ambala
abc,,ilo,Ambala
abc,,li,Ambala Ayta
abc,,pl,Język aecki ambala
abc,,pms,Lenga ayta
abc,,pt,Língua ambala
abc,,ru,амбала
abc,,sw,Kiayta ya Ambala
abc,,th,ภาษาอัมบาลา
abc,,tl,Wikang Ambala
abc,,tr,Ambala
abd,,bcl,Tataramon na Manide
abd,,en,Manide
abd,,en-gb,Manide
abd,,es,agta de Camarines Norte
abd,,fr,manide
abd,,gl,"Lingua agta, Camarines Norte"
abd,,hr,"Agta, Camarines Norte"
abd,,ilo,Manide
abd,,kab,Tamanidect
abd,,li,Manide
abd,,ln,Limanidɛ
abd,,pl,Język manide
abd,,pms,"Lenga agta, camarines norte"
abd,,pt,Língua manide
abd,,rw,Ikimanide
abd,,sm,Fa'amanide
abd,,sn,Chimanideki
abd,,so,Af-Manide
abd,,sw,Kimanide
abd,,tl,Wikang Manide
abd,,tr,Manide dili
abd,,za,Vahmyanide
abd,,zh,曼尼德語
abd,,zu,IsiManide
abe,,br,abnakieg ar c'hornôg
abe,,de,Westliche Abenaki
abe,,en,Western Abnaki
abe,,en-gb,Western Abnaki
abe,,fr,abénaqui occidental
abe,,hr,Zapadnoabnački jezik
abe,,ja,西アベナキ語
abe,,li,Wèstelik Abenaki
abe,,nl,West-Abnaki
abe,,pms,Lenga abnaki ossidental
abe,,ru,западный абенаки
abf,,bcl,Tataramon na Sungai
abf,,en,Abai Sungai
abf,,en-gb,Abai Sungai
abf,,hr,Abai sungai jezik
abf,,ig,Asụsụ Sungai
abf,,ilo,Sungai
abf,,li,Abai Sungai
abf,,ms,Bahasa Sungai
abf,,nl,Abai Sungai
abf,,pam,Amanung Sungai
abf,,pms,Lenga abai sungai
abf,,sw,Kiabai-Sungai
abf,,tl,Wikang Sungai
abf,,tr,Abai Sungai dili
abf,,uk,Абай-сунгайська мова
abg,,el,Γλώσσα Αμπάγκα
abg,,en,Abaga
abg,,en-ca,Abaga
abg,,en-gb,Abaga
abg,,es,abaga
abg,,et,abaga keel
abg,,fi,abaga
abg,,fr,abaga
abg,,gl,Lingua abaga
abg,,hr,Abaga jezik
abg,,ig,Asụsụ Abaga
abg,,ilo,Abaga
abg,,li,Abaga
abg,,nl,Abaga
abg,,pa,ਆਬਾਗਾ
abg,,pl,Język abaga
abg,,pms,Lenga Abaga
abg,,pnb,آباگا
abg,,ru,Абага
abg,,sw,Kiabaga
abg,,tr,Abaga dili
abg,,uk,Абагська мова
abh,,ar,لهجة بخارية
abh,,br,arabeg Tadjikistan
abh,,de,tadschikisches Arabisch
abh,,en,Tajiki Arabic
abh,,en-gb,Tajiki Arabic
abh,,eo,taĝik-araba lingvo
abh,,fr,arabe du Tadjikistan
abh,,hr,Tadžički arapski
abh,,kk,Бұхара араб тілі
abh,,ko,타지크 아랍어
abh,,li,Tadzjieks Arabisch
abh,,pms,Lenga aràbica Tajiki
abh,,ru,Бухарский диалект арабского языка
abh,,tr,Tacik Arapçası
abh,,tt,гарәп теленең Бохара диалекты
abh,,zh,塔吉克阿拉伯语
abi,,bar,Abidschi
abi,,ca,abidji
abi,,de,Abidschi
abi,,el,Γλώσσα Αμπιντζί
abi,,en,Abidji
abi,,en-ca,Abidji
abi,,en-gb,Abidji
abi,,eo,abiĝia lingvo
abi,,et,abidži keel
abi,,fr,abidji
abi,,gl,Lingua abidji
abi,,ha,Harshen Abidji
abi,,hr,Abidji jezik
abi,,ig,Asụsụ Abidji
abi,,it,lingua abidji
abi,,li,Abidji
abi,,nl,Abidji
abi,,oc,Abidji
abi,,pms,Lenga Abidji
abi,,pt,Língua abidji
abi,,sl,abidžijščina
abi,,sw,Kiabidji
abi,,tl,Wikang Abidji
abi,,vec,abidji
abj,,ast,Idioma bea
abj,,bn,আকা বিয়া ভাষা
abj,,ca,llengua bea
abj,,el,Γλώσσα Άκα-Μπέα
abj,,en,Aka-Bea
abj,,en-ca,Aka-Bea
abj,,en-gb,Aka-Bea
abj,,es,Idioma bea
abj,,fi,bea
abj,,he,אקה־באה
abj,,hi,अका बिया भाषा
abj,,hr,Aka-Bea jezik
abj,,id,Bahasa Aka-Bea
abj,,ig,Asụsụ Akabea
abj,,ja,Aka-Bea族の言葉
abj,,li,Aka-Bea
abj,,lmo,Lèngua Aka-Bea
abj,,ne,अका बिया भाषा
abj,,pa,ਆਕਾ-ਬਿਆ
abj,,pl,Język aka-bea
abj,,pms,Lenga aka-bea
abj,,pnb,آکا بیا
abj,,ru,беа
abj,,sat,ᱮᱠᱟ-ᱵᱤ ᱯᱟᱹᱨᱥᱤ
abj,,sv,aka-bea
abj,,sw,Kiaka-Bea
abj,,zh,（Aka-）Bea
abk,abk,ab,Аԥсуа бызшәа
abk,abk,ady,Абхъазыбзэ
abk,abk,aeb-arab,الأبخازي
abk,abk,af,Abchasies
abk,abk,am,አብካዝኛ
abk,abk,an,Idioma abkhasio
abk,abk,anp,अबखाज़ भाषा
abk,abk,ar,الأبخازية
abk,abk,arz,الابخازيه
abk,abk,ast,Llingua abkhasa
abk,abk,az,Abxaz dili
abk,abk,be,абхазская мова
abk,abk,be-tarask,абхаская мова
abk,abk,bg,Абхазки език
abk,abk,bn,আবখাজ ভাষা
abk,abk,br,abc'hazeg
abk,abk,bxr,Абхаз хэлэн
abk,abk,ca,abkhaz
abk,abk,ce,Абхазхойн мотт
abk,abk,ceb,Pinulongang Abhaso
abk,abk,ckb,زمانی ئەبخازی
abk,abk,crh,Abhaz tili
abk,abk,crh-latn,Abhaz tili
abk,abk,cs,abcházština
abk,abk,cu,Абхаꙁьскъ ѩꙁꙑкъ
abk,abk,cv,Абхаз чĕлхи
abk,abk,cy,Abchaseg
abk,abk,da,Abkhasisk
abk,abk,de,Abchasisch
abk,abk,diq,Abxazki
abk,abk,el,Αμπχαζική γλώσσα
abk,abk,en,Abkhaz
abk,abk,en-ca,Abkhaz
abk,abk,en-gb,Abkhaz
abk,abk,eo,abĥaza lingvo
abk,abk,es,abjasio
abk,abk,et,abhaasi keel
abk,abk,eu,abkhazera
abk,abk,fa,زبان آبخازی
abk,abk,fi,abhaasi
abk,abk,fr,abkhaze
abk,abk,frr,Abchaasisk (Spriik)
abk,abk,ga,an Abcáisis
abk,abk,gl,Lingua abkhaza
abk,abk,glk,آبخازي زوان
abk,abk,hak,Abkhaz-ngî
abk,abk,he,אבחזית
abk,abk,hi,अबखाज़ भाषा
abk,abk,hif,Abkhaz bhasa
abk,abk,hr,Abhaski jezik
abk,abk,hsb,abchazišćina
abk,abk,hu,abház
abk,abk,hy,աբխազերեն
abk,abk,id,Abkhaz
abk,abk,ilo,Abhasio
abk,abk,inh,Абхазой мотт
abk,abk,is,Abkasíska
abk,abk,it,abcaso
abk,abk,ja,アブハズ語
abk,abk,ka,აფხაზური ენა
abk,abk,kbd,Азгъэбзэ
abk,abk,kge,Bahasa Abkhaz
abk,abk,kk,Абхаз тілі
abk,abk,ko,압하지야어
abk,abk,kv,Абхаз кыв
abk,abk,ky,Абхаз тили
abk,abk,la,lingua Abasca
abk,abk,lb,Abchasesch
abk,abk,lfn,abcaz
abk,abk,li,Abchazisch
abk,abk,lt,Abchazų kalba
abk,abk,lv,abhāzu valoda
abk,abk,mdf,абхазонь кяль
abk,abk,mhr,абхаз йылме
abk,abk,mk,Апхаски јазик
abk,abk,ml,അബ്ഖാസ് ഭാഷ
abk,abk,mn,Абхаз хэл
abk,abk,mni,ꯑꯕꯈꯥꯓ ꯂꯣꯟ
abk,abk,mr,अबखाझ भाषा
abk,abk,ms,bahasa Abkhaz
abk,abk,mt,Abkażjan
abk,abk,mzn,آبخازی
abk,abk,nan,Abkhaz-gí
abk,abk,nb,abkhasisk
abk,abk,nl,Abchazisch
abk,abk,nn,abkhasisk
abk,abk,oc,Abkhaz
abk,abk,os,абхазаг æвзаг
abk,abk,pa,ਆਬਖ਼ਾਜ਼ੀ
abk,abk,pl,język abchaski
abk,abk,pms,Lenga Abkhaz
abk,abk,pnb,آبخازی
abk,abk,ps,ابخازي ژبه
abk,abk,pt,Língua abecásia
abk,abk,pt-br,Língua abecásia
abk,abk,ro,Limba abhază
abk,abk,ru,абхазский язык
abk,abk,rue,Абхазьскый язык
abk,abk,rw,Icyabukaziyani
abk,abk,sah,Абхаас тыла
abk,abk,sat,ᱟᱵᱽᱠᱷᱟᱡᱽ ᱯᱟᱹᱨᱥᱤ
abk,abk,scn,abcasu
abk,abk,sco,Abkhaz leid
abk,abk,se,abkhasagiella
abk,abk,sh,Abhaski jezik
abk,abk,sk,abcházština
abk,abk,sl,abhazijščina
abk,abk,sr,абхаски језик
abk,abk,sr-ec,абхаски језик
abk,abk,sv,abchaziska
abk,abk,szl,Abchaskŏ gŏdka
abk,abk,ta,அபுகாசிய மொழி
abk,abk,tg,забони абхозӣ
abk,abk,tg-cyrl,забони абхозӣ
abk,abk,th,ภาษาอับฮาเซีย
abk,abk,tk,Abhaz dili
abk,abk,tl,Wikang Abkasiyo
abk,abk,tok,toki Asuwa
abk,abk,tr,Abhazca
abk,abk,tt,абхаз теле
abk,abk,uk,абхазька мова
abk,abk,ur,ابخاز زبان
abk,abk,uz,Abxaz tili
abk,abk,vec,abcazo
abk,abk,vi,tiếng Abkhaz
abk,abk,vro,Abhaasi kiil
abk,abk,wuu,阿布哈兹语
abk,abk,xh,Abkhaz
abk,abk,xmf,აფხაზური ნინა
abk,abk,yo,Èdè Abkhaz
abk,abk,yue,阿布哈茲文
abk,abk,zh,阿布哈茲語
abk,abk,zh-cn,阿布哈兹语
abk,abk,zh-hans,阿布哈兹语
abk,abk,zh-hant,阿布哈茲語
abk,abk,zh-hk,阿布哈茲語
abk,abk,zh-mo,阿布哈茲語
abk,abk,zh-sg,阿布哈兹语
abk,abk,zh-tw,阿布哈茲語
abl,,ca,Abung
