iso6393,iso6392B,lang,name
cpg,,sk,Kapadóčtina
cpg,,sl,kapadoška grščina
cpg,,sq,Gjuha kapadokiane greke
cpg,,sv,Kappadokiska
cpg,,tg,каппадокӣ
cpg,,tr,Kapadokya Yunancası
cpg,,tt,грек теленең Каппадокия диалекты
cpg,,uk,Каппадокійська мова
cpg,,vec,cappadocian
cpg,,vi,tiếng Hy Lạp Cappadocia
cpg,,zh,卡帕多西亚希腊语
cpi,,en,Chinese Pidgin English
cpi,,en-ca,Chinese Pidgin English
cpi,,en-gb,Chinese Pidgin English
cpi,,eo,ĉina-angla piĝino
cpi,,eu,Txinako pidgin ingelesa
cpi,,fr,pidgin chinois
cpi,,hr,Kineski pidžin engleski
cpi,,ja,中国ピジン語
cpi,,nl,Chinees Pidginengels
cpi,,pa,ਚੀਨੀ ਪਿਜਿਨ ਅੰਗਰੇਜ਼ੀ
cpi,,pl,Pidżyn chińsko-angielski
cpi,,pms,Lenga chinese pidgin english
cpi,,pnb,چینی پجن انگریزی
cpi,,ru,Китайско-английский пиджин
cpi,,sv,Pidginengelska
cpi,,tt,инглиз теленең кытайча пиджины
cpi,,wuu,洋泾浜英语
cpi,,yue,洋涇浜
cpi,,zh,洋泾浜英语
cpi,,zh-cn,洋泾浜英语
cpi,,zh-hans,洋泾浜英语
cpi,,zh-hant,洋涇浜英語
cpi,,zh-hk,洋涇浜英語
cpn,,ca,cherepon
cpn,,de,Cherepon
cpn,,dga,Cherepon language
cpn,,en,Cherepon
cpn,,en-gb,Cherepon
cpn,,ha,Harshen Cherepon
cpn,,ig,Cherepon language
cpn,,oc,Cherepon
cpn,,pms,Lenga Cherepon
cpn,,pt,Língua kyiripong
cpn,,sw,Kicherepon
cpn,,tl,Wikang Cherepon
cpn,,tr,Cherepon dili
cpo,,en,Kpee
cpo,,fr,kpeego
cpo,,ig,Asụsụ Kpee
cpo,,ku,zimanê kpee
cpo,,ku-latn,zimanê kpee
cpo,,sw,Kikpee
cps,,bcl,Tataramon na Capiznon
cps,,ceb,Kinapisnon
cps,,cps,Kinapisnon
cps,,da,kapisansk
cps,,en,Capisnon
cps,,en-gb,Capiznon
cps,,en-us,Capisnon
cps,,eo,kapishiligajna lingvo
cps,,es,idioma capizano
cps,,fi,capiznon
cps,,fr,capiznon
cps,,he,קאפיסנון
cps,,hil,Kinapisnon
cps,,hr,Capiznon jezik
cps,,id,dialek Kapis
cps,,ilo,Capiznon
cps,,ja,カピス語
cps,,ko,카피스논어
cps,,krj,Kinapisnën
cps,,mk,капизнонски јазик
cps,,nl,Capiznon
cps,,pms,Lenga Capiznon
cps,,pt,Língua capiznon
cps,,sl,kapiznonščina
cps,,sv,kapisanska
cps,,sw,Kicapiznon
cps,,th,ภาษาคาปิซ
cps,,tl,Wikang Capisnon
cps,,tr,Capiznon
cps,,vec,capisan
cps,,vi,Tiếng Capiznon
cps,,zh,卡皮塞尼奧語
cpu,,en,Pichis Ashéninka
cpu,,en-gb,Pichis Ashéninka
cpu,,es,Pichis Ashéninka
cpu,,hif,Pichis Ashéninka
cpu,,pms,"Lenga ashéninka, pichis"
cpx,,bcl,Pu-Xian Min
cpx,,br,hingeg
cpx,,cdo,Buò-siĕng-ngṳ̄
cpx,,cdo-latn,Buò-siĕng-ngṳ̄
cpx,,cpx,Pó-sing-gṳ̂
cpx,,cy,Pu-Xian Min
cpx,,de,Pu-Xian
cpx,,en,Pu-Xian Min
cpx,,en-ca,Pu-Xian Min
cpx,,en-gb,Pu-Xian Min
cpx,,es,Pu-Xian
cpx,,fa,مین پو-شیان
cpx,,fr,puxian
cpx,,gv,Minish Phuxian
cpx,,hak,Phû-sien-fa
cpx,,it,Pu-Xian Min
cpx,,ja,莆仙語
cpx,,kge,Bahasa Pó-sing
cpx,,ko,보선어
cpx,,la,Pu-Xian Min
cpx,,lzh,莆仙語
cpx,,mk,пусјенски јазик
cpx,,ms,Bahasa Puxian
cpx,,nan,Phô͘-sian-oē
cpx,,nb,Puxian
cpx,,nl,Puxian
cpx,,pl,Język puxian
cpx,,pms,"Lenga Cinèisa, Pu-Xian"
cpx,,pt,Língua putian
cpx,,ru,Пусяньский язык
cpx,,sv,pu-xian-min
cpx,,sw,Kipu-Xian
cpx,,th,ภาษาหมิ่นผูเซียน
cpx,,vec,putian
cpx,,vi,Tiếng Phủ Tiên
cpx,,wuu,莆仙语
cpx,,yue,興化話
cpx,,zh,莆仙語
cpx,,zh-cn,莆仙语
cpx,,zh-hans,莆仙语
cpx,,zh-hant,莆仙語
cpx,,zh-hk,莆仙語
cpx,,zh-mo,莆仙語
cpx,,zh-my,莆仙语
cpx,,zh-sg,莆仙语
cpx,,zh-tw,莆仙語
cpx,,zu,isi-Pu-Xian Min
cpy,,en,South Ucayali Ashéninka
cpy,,en-gb,South Ucayali Ashéninka
cpy,,hif,South Ucayali Ashéninka
cpy,,hr,Južni ucayali ashéninka
cpy,,pms,"Lenga ashéninka, ucayali sud"
cqd,,en,Chuanqiandian Cluster Miao
cqd,,en-gb,Chuanqiandian Cluster Miao
cqd,,fr,miao chuanqiandian
cqd,,ja,川黔滇苗語
cqd,,zh-hans,苗语川黔滇次方言
cqu,,en,Chilean Quechua
cqu,,eo,ĉilia keĉua lingvo
cqu,,pms,"Lenga quechua, chilean"
cra,,br,tcharaeg
cra,,en,Chara
cra,,en-gb,Chara
cra,,fr,chara
cra,,ha,Harshen Chara
cra,,hr,Chara jezik
cra,,ig,Asụsụ Chara
cra,,pms,Lenga Chara
cra,,sw,Kichara
cra,,tl,Wikang Chara
cra,,tr,Chara dili
crb,,ast,Idioma kalhíphona
crb,,br,karibeg an Inizi
crb,,ca,kalhíphona
crb,,de,Insel-Karibisch
crb,,en,Kalinago
crb,,en-gb,Kalinago
crb,,es,caribe insular
crb,,fr,karipoun insulaire
crb,,gl,Lingua kalhíphona
crb,,hr,Kalhíphona jezik
crb,,ja,島嶼カリブ語
crb,,ko,칼리나고어
crb,,mg,Fiteny kalinagô
crb,,pms,Lenga carib
crb,,pt,Língua iñeri
crb,,sl,otoška karibščina
crc,,diq,Lonwolwolki
crc,,en,Lonwolwol
crc,,en-gb,Lonwolwol
crc,,fo,Lonwolwol mál
crc,,fr,lonwolwol
crc,,ilo,Lonwolwol
crc,,ja,ロンウォルウォル語
crc,,pms,Lenga Lonwolwol
crc,,sw,Kilonwolwol
crc,,zh,伦沃沃语
crd,,ar,الكردلينية
crd,,ca,coeur d'Alene
crd,,de,Coeur D'Alene
crd,,en,Coeur d'Alene
crd,,en-gb,Coeur d'Alene
crd,,es,Idioma coeur d'alene
crd,,et,Coeur d’Alene’i keel
crd,,fa,زبان کردلینی
crd,,fr,cœur d'Alène
crd,,id,Bahasa Coeur d'Alene
crd,,it,lingua coeur d'alene
crd,,ja,コル・ダレーン語
crd,,pms,Lenga coeur d'alene
crd,,pt,Língua coeur d’alene
crd,,ru,Кёр-д’ален
crd,,tl,Wikang Coeur d'Alene
crd,,tr,Coeur d'Alene
crd,,ur,کردلینی
crd,,vec,coeur d'alene
cre,cre,af,Cree
cre,cre,ar,لغة كري
cre,cre,arz,لغه كرى (كندا)
cre,cre,ast,idioma cree
cre,cre,azb,کری دیلی
cre,cre,bar,Kri-Sproch
cre,cre,bcl,Tataramon na Cree
cre,cre,be,Кры
cre,cre,be-tarask,кры
cre,cre,br,kreeg
cre,cre,ca,cree
cre,cre,cr,ᐃᔨᔫ ᐊᔨᒧᐎᓐ
cre,cre,cs,kríjština
cre,cre,cy,Crî
cre,cre,de,Cree
cre,cre,en,Cree
cre,cre,en-gb,Cree
cre,cre,eo,nehijaŭa lingvo
cre,cre,es,idioma cree
cre,cre,eu,cree hizkuntza
cre,cre,fa,زبان کری
cre,cre,fi,cree
cre,cre,fr,cri
cre,cre,frr,Cree spriak
cre,cre,ga,an Chraís
cre,cre,gl,lingua cree
cre,cre,gv,Creeish
cre,cre,he,קרי
cre,cre,hif,Cree language
cre,cre,hr,Cree jezik
cre,cre,hu,krí
cre,cre,hy,կրի
cre,cre,iba,Jaku Cree
cre,cre,id,Bahasa Cree
cre,cre,ig,Cree
cre,cre,ilo,Cree
cre,cre,is,Cree
cre,cre,it,cree
cre,cre,ja,クリー語
cre,cre,kcg,Ki̱ri
cre,cre,ko,크리어
cre,cre,kv,Кри
cre,cre,lfn,Cri
cre,cre,lt,Kri kalba
cre,cre,lv,Krī valoda
cre,cre,mk,криски јазик
cre,cre,ms,Bahasa Nehiyaw
cre,cre,mt,Krij
cre,cre,nb,cree
cre,cre,nl,Cree
cre,cre,nn,cree-montagnais-naskapi-språket
cre,cre,oc,Cree
cre,cre,pa,ਕਰੀ
cre,cre,pl,język kri
cre,cre,ps,کري ژبه
cre,cre,pt,língua cree
cre,cre,qu,Kri simi
cre,cre,ru,кри
cre,cre,sat,ᱠᱨᱤ ᱯᱟᱹᱨᱥᱤ
cre,cre,si,ක්රී භාෂාව
cre,cre,sk,kríjština
cre,cre,sl,krijščina
cre,cre,sv,cree
cre,cre,ta,கிறீ மொழி
cre,cre,th,ภาษาครี
cre,cre,tl,Wikang Cree
cre,cre,tok,toki Newijawewin
cre,cre,tr,Krice
cre,cre,tt,кри теле
cre,cre,uk,Мова крі
cre,cre,vec,cree
cre,cre,vi,tiếng Cree
cre,cre,zh,克里语
crf,,br,karamanteg
crf,,en,Caramanta
crf,,en-gb,Caramanta
crf,,hr,Caramanta jezik
crf,,pms,Lenga caramanta
crg,,be,Мічыф
crg,,br,michifeg
crg,,ca,michif
crg,,cs,Michif
crg,,da,Michif
crg,,de,Michif
crg,,en,Michif
crg,,en-ca,Michif
crg,,en-gb,Michif
crg,,eo,miĉifa lingvo
crg,,es,Michif
crg,,fr,métchif
crg,,gl,Michif
crg,,hr,Michif jezik
crg,,ig,Michif
crg,,it,lingua michif
crg,,ja,ミチフ語
crg,,ko,미치프어
crg,,lmo,Michif
crg,,pl,Język miszif
crg,,pms,Lenga michif
crg,,pt,Língua michif
crg,,ru,мичиф
crg,,sr,Мишиф
crg,,sv,michif
crg,,uk,Мічиф
crg,,vec,michif
crg,,vi,Michif
crg,,zh,米奇夫语
crg,,zh-cn,米奇夫语
crg,,zh-hans,米奇夫语
crg,,zh-hant,梅蒂語
crh,crh,ab,Аҟрымҭаҭар бызшәа
crh,crh,af,Krim-Tataars
crh,crh,an,Idioma tartre crimeu
crh,crh,ar,تتارية القرم
crh,crh,ary,تاتارية قريمية
crh,crh,arz,كريمتتارى
crh,crh,ast,Tártaru de Crimea
crh,crh,az,Krımtatar dili
crh,crh,azb,قیریم تاتار تورکجهسی
crh,crh,ba,Ҡырымтатар теле
crh,crh,be,крымскататарская мова
crh,crh,be-tarask,крымскататарская мова
crh,crh,bg,Кримскотатарски език
crh,crh,bn,ক্রিমীয় তাতার ভাষা
crh,crh,br,tatareg Krimea
crh,crh,bs,krimskotatarski jezik
crh,crh,ca,tàtar de Crimea
crh,crh,cdo,Crimean Tatar-ngṳ̄
crh,crh,ce,ГӀирман гӀезалойн мотт
crh,crh,co,tataru di Crimea
crh,crh,crh,Qırımtatar tili
crh,crh,crh-latn,Qırımtatar tili
crh,crh,crh-ro,kîrîm tatarşa
crh,crh,cs,krymská tatarština
crh,crh,cv,Крым тутарĕсен чĕлхи
crh,crh,cy,Tatareg Crimea
crh,crh,da,Krimtatarisk
crh,crh,de,Krimtatarisch
crh,crh,el,Κριμαϊκή γλώσσα
crh,crh,en,Crimean Tatar
crh,crh,en-ca,Crimean Tatar
crh,crh,en-gb,Crimean Tatar
crh,crh,eo,krime-tatara lingvo
crh,crh,es,tártaro de Crimea
crh,crh,et,Krimmitatari keel
crh,crh,eu,Krimeako tatarera
crh,crh,fa,زبان تاتاری کریمه
crh,crh,fi,krimintataari
crh,crh,fr,tatar de Crimée
crh,crh,frr,Krimtataarisk spriak
crh,crh,ga,an Tatairis Chriméach
crh,crh,gag,Krım tatar dili
crh,crh,gl,Lingua tártara de Crimea
crh,crh,gsw,Krimtatarisch
crh,crh,gv,Tatarish Chrimeeagh
crh,crh,he,טטרית של קרים
crh,crh,hr,Krimskotatarski jezik
crh,crh,hu,krími tatár
crh,crh,hy,Ղրիմի թաթարերեն
crh,crh,id,Tatar Krimea
crh,crh,ig,Crimean Tayar
crh,crh,io,Krimean-Tatara linguo
crh,crh,is,Krímtataríska
crh,crh,it,tataro di Crimea
crh,crh,ja,クリミア・タタール語
crh,crh,ka,ყირიმელი თათრების ენა
crh,crh,kaa,Qırımtatar tili
crh,crh,kge,Bahasa Tatar Krimea
crh,crh,kk,Қырым татары тілі
crh,crh,ko,크림 타타르어
crh,crh,krc,Кърымтатар тил
crh,crh,ku,teteriya Krîmê
crh,crh,ku-latn,teteriya Krîmê
crh,crh,kv,Крымтотара кыв
crh,crh,la,lingua Tatarica Taurica
crh,crh,lb,Krimtataresch
crh,crh,lez,Крым-татар чӀал
crh,crh,lt,Krymo totorių kalba
crh,crh,lv,Krimas tatāru valoda
crh,crh,mdf,Крымонь татаронь кяль
crh,crh,mg,Fiteny tatara krimeana
crh,crh,mhr,Крымтатар йылме
crh,crh,mk,кримскотатарски јазик
crh,crh,ms,Bahasa Tatar Crimea
crh,crh,mt,Tatar ta' Krimea
crh,crh,myv,Крымень-татаронь кель
crh,crh,nb,krimtatarisk
crh,crh,nl,Krim-Tataars
crh,crh,nn,krimtatarisk
crh,crh,oc,Tatar de Crimèa
crh,crh,os,хъырымаг-тæтæйраг æвзаг
crh,crh,pa,ਕਰਮੀਆਈ ਤਾਤਾਰੀ
crh,crh,pl,język krymskotatarski
crh,crh,pms,Lenga Crimean turch
crh,crh,pnb,کرمیائی تاتاری
crh,crh,ps,کريميايي تاتاري ژبه
crh,crh,pt,tártaro da Crimeia
crh,crh,pt-br,Língua tártara da Crimeia
crh,crh,ro,limba tătară crimeeană
crh,crh,ru,крымскотатарский язык
crh,crh,rue,Крымскотатарьскый язык
crh,crh,sah,Кырыым татаардарын тыллара
crh,crh,sat,ᱠᱨᱤᱢᱤᱱ ᱴᱟᱛᱟᱨ
crh,crh,sc,tàtaru de Crimea
crh,crh,scn,tàtaru di Crimèa
crh,crh,sco,Crimean Tatar
crh,crh,sgs,Krīma tuotuoriu kalba
crh,crh,sh,Krimskotatarski jezik
crh,crh,sk,krymská tatárčina
crh,crh,sl,krimska tatarščina
crh,crh,sq,Gjuha tatare e Krimesë
crh,crh,sr,кримскотатарски језик
crh,crh,sr-ec,кримскотатарски језик
crh,crh,sr-el,krimskotatarski jezik
crh,crh,su,Basa Tatar Kriméa
crh,crh,sv,krimtatariska
crh,crh,szl,Krymskotatarsko godka
crh,crh,ta,கிரிமிய துருக்கி மொழி
crh,crh,tg,Забони тотории қримӣ
crh,crh,th,ภาษาตาตาร์ไครเมีย
crh,crh,tk,Krym tatar dili
crh,crh,tl,Wikang Krimeanong Tartaro
crh,crh,tr,Kırım Tatarcası
crh,crh,tt,кырымтатар теле
crh,crh,tt-cyrl,кырымтатар теле
crh,crh,tt-latn,qırımtatar tele
crh,crh,udm,Крым бигер кыл
crh,crh,ug,قرىم تاتار تىلى
crh,crh,uk,кримськотатарська мова
crh,crh,ur,کریمیائی تاتاری زبان
crh,crh,uz,Qrimtatar tili
crh,crh,vec,tàtaro crimen
crh,crh,vep,krimantataran kel'
crh,crh,vi,tiếng Tatar Krym
crh,crh,wuu,克里米亚鞑靼语
crh,crh,yue,克里米亞韃靼文
crh,crh,zgh,ⵜⴰⵜⴰⵜⴰⵔⵉⵜ ⵏ ⴽⵔⵉⵎⵢⴰ
crh,crh,zh,克里米亞韃靼語
crh,crh,zh-cn,克里米亚鞑靼语
crh,crh,zh-hans,克里米亚鞑靼语
crh,crh,zh-hant,克里米亞韃靼語
cri,,ast,Criollu forro
cri,,br,forro
cri,,ca,forro
cri,,de,Saotomensisch
cri,,en,Forro Creole
cri,,eo,forra lingvo
cri,,es,Criollo forro
cri,,fr,forro
cri,,hr,Saotomanski jezik
cri,,it,forro
cri,,ja,フォロ語
cri,,nb,Saotomesisk
cri,,nl,Forro
cri,,pl,język kreolski Wysp Świętego Tomasza i Książęcej
cri,,pms,Lenga sãotomense
cri,,pt,São-tomense
cri,,ru,форру
cri,,sh,Forro jezik
cri,,tt,форру теле
cri,,vec,forro
cri,,zh,弗罗克里奥尔语
cri,,zh-hans,弗罗克里奥尔语
cri,,zh-hant,弗羅克里奧爾語
crj,,br,kreeg ar gevred
crj,,en,Southern East Cree
crj,,en-gb,Southern East Cree
crj,,fr,"cri de l’Est, dialecte du Sud"
crj,,ja,南東クリー語
crj,,pms,"Lenga cree est, meridional"
crj,,sl,jugovzhodna krijščina
crk,,ar,لغة بلينز كري
crk,,br,kreeg ar c'hompezennoù
crk,,cr,Nēhiyawēwin
crk,,de,Plains-Cree
crk,,en,Plains Cree
crk,,en-gb,Plains Cree
crk,,eo,kria preria lingvo
crk,,es,cree de las llanuras
crk,,fr,cri des plaines
crk,,gl,Lingua cree das chairas
crk,,hi,प्लेंज़ क्री
crk,,hr,Plains cree jezik
crk,,it,lingua cree delle pianure
crk,,ja,平原クリー語
crk,,mk,рамничарскокриски јазик
crk,,nl,Plains Cree
crk,,nn,Prærie-cree-språket
crk,,pms,Lenga cree
crk,,ru,западный кри
crk,,sl,planjavska krijščina
crk,,tr,Ova Kricesi
crk,,vec,cree de łe pianure
crk,,vi,Tiếng Cree đồng bằng
crk,,zh,平原克里語
crl,,en,Northern East Cree
crl,,en-gb,Northern East Cree
crl,,fr,"cri de l’Est, dialecte du Nord"
crl,,hr,Sjeveroistočni cree jezik
crl,,ja,北東クリー語
crl,,pms,"Lenga cree est, setentrional"
crl,,sl,severovzhodna krijščina
crl,,sv,nordöstlig cree
crl,,vec,cri de l'est
crm,,br,kreeg ar c'hornôg
crm,,en,Moose Cree
crm,,en-gb,Moose Cree
crm,,gl,Lingua cree moose
crm,,hr,Moose Cree jezik
crm,,it,lingua cree moose
crm,,ja,ムースクリー語
crm,,nl,Moose Cree
crm,,pms,Lenga cree
crm,,pt,Dialeto cree moose
crm,,ru,Мусский кри
crm,,sl,moose krijščina
crm,,vec,cree moose
crn,,af,El Nayar Cora
crn,,da,El Nayar Cora
crn,,de,El Nayar Cora
crn,,en,El Nayar Cora
crn,,en-gb,El Nayar Cora
crn,,es,Cora
crn,,fo,El Nayar Cora
crn,,fr,cora El Nayar
crn,,nl,El Nayar Cora
crn,,nn,El Nayar Cora
crn,,no,El Nayar Cora
crn,,pms,"Lenga cora, el nayar"
crn,,sv,El Nayar Cora
cro,,ar,كروو
cro,,ary,كروو
cro,,bg,Кроу (език)
cro,,ca,crow
cro,,cs,absaročtina
cro,,en,Crow
cro,,en-gb,Crow
cro,,es,Crow
cro,,et,vareseindiaani keel
cro,,fi,crow
cro,,fr,crow
cro,,fy,Kriesk
cro,,gl,Lingua crow
cro,,hr,Crow jezik
cro,,it,Crow
cro,,ja,クロウ語
cro,,ko,크로우어
cro,,pl,Język crow
cro,,pms,Lenga crow
cro,,pt,Língua crow
cro,,ru,кроу
cro,,sv,Crow
cro,,tr,Apsalokece
cro,,vec,crow
cro,,zh,克羅語
crq,,en,Joseph Mfonyam
crq,,en-gb,Iyo'wujwa Chorote
crq,,es,Idioma chorote iyo'wujwa
crq,,fr,chorote iyo'wujwa
crq,,ig,Joseph Mfonyam
crq,,it,iyo'wujwa
crq,,lt,Čorotų kalba
crq,,pms,Lenga chorote
crq,,pt,Língua chorote
crq,,ru,Ийовухва-чороте
crq,,tl,Wikang Iyo'wujwa Chorote
crq,,tt,ийовухва-чороте теле
crq,,vec,iyo'wujwa
crr,,en,Carolina Algonquian
crr,,en-gb,Carolina Algonquian
crr,,es,Carolina Algonquian
crr,,fr,pamlico
crr,,gl,Lingua algonquina de Carolina
crr,,hr,Karolinski algonkijski jezik
crr,,ja,カロライナ・アルゴンキン語
crr,,pms,Lenga carolina algonquian
crr,,ru,памлико
crr,,tl,Wikang Carolina Algonquian
crs,,af,Seychellekreools
crs,,anp,सेशेलोइस क्रियोल
crs,,ar,الكريولية السيشيلية
crs,,ast,criollu seixelés
crs,,az,Seyşel Kreol dili
crs,,bar,Seychellnkreol
crs,,bg,сейшелски креолски
crs,,ca,crioll de les Seychelles
crs,,cs,Seychelská kreolština
crs,,de,Seychellenkreol
crs,,el,Κρεολική Σεσελουά
crs,,en,Seychellois Creole
crs,,eo,sejŝela lingvo
crs,,es,criollo seychelense
crs,,et,Seišelli keel
crs,,fa,کریول سیشلی
crs,,fi,Seychellien kreoli
crs,,fr,créole seychellois
crs,,gl,Crioulo das Seychelles
crs,,he,קריאולית סיישלית
crs,,hr,Sejšelski kreolski
crs,,hu,seychelle-i kreol
crs,,id,Kreol Seychelles
crs,,it,creolo delle Seychelles
crs,,ja,セーシェル・クレオール語
crs,,kge,Basa Kariyol Seseluwa
crs,,ko,세이셸 크리올
crs,,kv,Сеселва
crs,,lfn,Sexelua
crs,,lij,Lengua creola
crs,,lv,Seišelu kreolu valoda
crs,,mdf,сэйшэлень креолень кяль
crs,,mk,сејшелски креолски јазик
crs,,nb,seychellisk kreol
crs,,nl,Seychellencreools
crs,,pl,Język kreolski seszelski
crs,,pms,Lenga seselwa creole french
crs,,ps,سيشلي کرېول ژبه
crs,,pt,Crioulo de Seychelles
crs,,ru,сейшельский креольский язык
crs,,sh,Sejšelski kreolski
crs,,sk,seychelská kreolština
crs,,sr,Сејшелски креолски
crs,,sv,seychellisk kreol
crs,,sw,Krioli ya Ushelisheli
crs,,tr,Seyşeller Kreyolu
crs,,tt,сейшел креол теле
crs,,uk,Сейшельська креольська мова
crs,,ur,سیچیلیسی کریول
crs,,vec,crioło seychelense
crs,,xmf,სეიშელიშ კრეოლური ნინა
crs,,zh,塞舌尔克里奥尔语
crt,,en,Iyojwa'ja Chorote
crt,,en-gb,Iyojwa'ja Chorote
crt,,es,Chorote iyojwa'ja
crt,,fr,chorote iyojwa’ja
crt,,hr,Iyojwa’ja Chorote jezik
crt,,pms,Lenga chorote
crt,,ru,Ийохваха-чороте
crt,,tl,Wikang Iyojwa'ja Chorote
crt,,tt,ийохваха-чороте теле
cru,,en,Carútana
cru,,hr,Carútana (jezik)
cru,,pms,Lenga carútana
crv,,bn,চৌরা ভাষা
crv,,ca,chaura
crv,,en,Chaura
crv,,en-gb,Chaura
crv,,fr,chowra
crv,,hi,चौरा भाषा
crv,,hr,Chaura jezik
crv,,ilo,Chaura
crv,,ja,チャウラ語
crv,,ne,चौरा भाषा
crv,,pa,ਚੌਰਾ
crv,,pms,Lenga chaura
crv,,ru,Чаура
crv,,sat,ᱪᱟᱣᱨᱟ ᱯᱟᱹᱨᱥᱤ
crv,,sw,Kichaura
crv,,zh,焦拉语
crw,,en,Chrau
crw,,en-gb,Chrau
crw,,fr,chrau
crw,,ilo,Chrau
crw,,pms,Lenga chrau
crw,,pt,Língua chrau
crw,,sw,Kichrau
crw,,th,ภาษาจเรา
crw,,tl,Wikang Chrau
crw,,vi,Tiếng Chơ Ro
crw,,zh,遮罗语
crx,,ca,carrier
crx,,de,Dakelh
crx,,en,Carrier
crx,,en-ca,Carrier
crx,,en-gb,Carrier
crx,,es,carrier
crx,,et,karrieri keel
crx,,fr,porteur
crx,,frr,Dakelh spriak
crx,,ja,キャリア語
crx,,nb,Dakelh
crx,,pms,lenga carrier
crx,,ru,Кэрриер
crx,,tl,Wikang Carrier
crx,,tr,Dakelce
crx,,zh,達凱爾語
crx,,zh-hans,达凯尔语
cry,,de,Chori
cry,,en,Kyoli
cry,,ha,Yaren Kyoli
cry,,hr,Cori jezik
cry,,ig,Kyoli
cry,,pms,Lenga Cori
cry,,sw,Kicori
cry,,tl,Wikang Cori
cry,,tr,Kyoli
crz,,br,krouzegneg
crz,,ca,cruzeño
crz,,cs,Cruzeño
crz,,en,Cruzeño
crz,,en-gb,Cruzeño
crz,,et,krusenjo keel
crz,,fr,chumash insulaire
crz,,ja,島嶼チュマシュ語
crz,,pms,Lenga cruzeño
crz,,ru,Крусеньо
crz,,tl,Wikang Cruzeño
crz,,tr,Cruzeño
csa,,br,tchinantekeg Chiltepec
csa,,en,Chiltepec Chinantec
csa,,en-gb,Chiltepec Chinantec
csa,,es,chinanteca de Chiltepec
csa,,fr,chinantèque de Chiltepec
csa,,pms,"Lenga chinantec, chiltepec"
csb,csb,af,Kasjoebies
csb,csb,am,ካሹብኛ
csb,csb,an,Idioma caixubio
csb,csb,ar,الكاشوبية
csb,csb,arz,الكاشوبيه
csb,csb,ast,Cachubu
csb,csb,avk,Kaszëb ava
csb,csb,az,Kaşub dili
csb,csb,ba,Кашуб теле
csb,csb,be,кашубская мова
csb,csb,be-tarask,кашубская мова
csb,csb,bg,Кашубски език
csb,csb,br,kachoubeg
csb,csb,bs,Kašupski jezik
csb,csb,ca,caixubi
csb,csb,crh,Kaşub tili
csb,csb,crh-latn,Kaşub tili
csb,csb,cs,kašubština
csb,csb,csb,kaszëbsczi jãzëk
csb,csb,cu,Кашоубьскъ ѩꙁꙑкъ
csb,csb,cv,Кашуб чĕлхи
csb,csb,cy,Casiwbeg
csb,csb,da,Kasjubisk
csb,csb,de,Kaschubisch
csb,csb,de-ch,Kaschubisch
csb,csb,dsb,Kašubska rěc
csb,csb,el,Κασουμπιανή γλώσσα
csb,csb,en,Kashubian
csb,csb,en-ca,Kashubian
csb,csb,en-gb,Kashubian
csb,csb,eo,kaŝuba lingvo
csb,csb,es,casubio
csb,csb,et,Kašuubi keel
csb,csb,eu,Kaxubiera
csb,csb,fa,زبان کاشوبی
csb,csb,fi,kašubi
csb,csb,fr,cachoube
csb,csb,frr,Kaschuubisk Spriik
csb,csb,fy,Kasjûbysk
csb,csb,gl,Lingua caxubia
csb,csb,gv,Kashoobish
csb,csb,hak,Khà-sû-pí-ngî
csb,csb,he,קשובית
csb,csb,hif,Kashubian language
csb,csb,hr,kašupski jezik
csb,csb,hsb,kašubšćina
csb,csb,hu,kasub
csb,csb,id,Kashubia
csb,csb,ilo,Kasubio
csb,csb,io,Kashubana linguo
csb,csb,is,Kassúbíska
csb,csb,it,casciubo
csb,csb,ja,カシューブ語
csb,csb,ka,კაშუბური ენა
csb,csb,kl,Kasjubiskisut
csb,csb,ko,카슈브어
csb,csb,ku,zimanê keşûbî
csb,csb,ku-latn,zimanê keşûbî
csb,csb,kv,Кашуб кыв
csb,csb,kw,Kashoubek
csb,csb,la,lingua Cassubica
csb,csb,lad,Lingua kashubya
csb,csb,lb,Kaschubesch
csb,csb,lez,Померан чIал
csb,csb,li,Kasjoebisch
csb,csb,lij,Lengua casciuba
csb,csb,lmo,Lengua casciuba
csb,csb,lt,kašubų kalba
csb,csb,lv,kašūbu valoda
csb,csb,mhr,Кашуб йылме
csb,csb,mk,Кашупски јазик
csb,csb,mt,Kaxubjan
csb,csb,nap,Lengua casciuba
csb,csb,nb,kasjubisk
csb,csb,nds,Kaschuubsch
csb,csb,nl,Kasjoebisch
csb,csb,nn,kasjubisk
csb,csb,oc,Cashob
csb,csb,os,кашубаг æвзаг
csb,csb,pa,ਕਸ਼ੂਬੀ
csb,csb,pl,język kaszubski
csb,csb,pms,Lenga Kashubian
csb,csb,pnb,کشوبی
csb,csb,ps,کاشوبي ژبه
csb,csb,pt,cassúbio
csb,csb,pt-br,Língua cassúbia
csb,csb,ro,Limba cașubă
csb,csb,ru,кашубский язык
csb,csb,sat,ᱠᱟᱥᱩᱵᱤᱭᱟᱱ ᱯᱟᱹᱨᱥᱤ
csb,csb,scn,Lincua kasciubbiana
csb,csb,sco,Kashubian leid
csb,csb,sgs,Kašobu kalba
csb,csb,sh,Kašupski jezik
csb,csb,sk,kašubčina
csb,csb,sl,kašubščina
csb,csb,sr,кашупски језик
csb,csb,sr-ec,кашупски језик
csb,csb,sr-el,kašupski jezik
